Country,Access to electricity (% of population),"Adolescent fertility rate (births per 1,000 women ages 15-19)",Age dependency ratio (% of working-age population),"Contributing family workers, female (% of female employment) (modeled ILO estimate)","Contributing family workers, male (% of male employment) (modeled ILO estimate)","Contributing family workers, total (% of total employment) (modeled ILO estimate)",Depth of credit information index (0=low to 8=high),"Employers, female (% of female employment) (modeled ILO estimate)","Employers, male (% of male employment) (modeled ILO estimate)","Employers, total (% of total employment) (modeled ILO estimate)",Employment in agriculture (% of total employment) (modeled ILO estimate),"Employment in agriculture, female (% of female employment) (modeled ILO estimate)","Employment in agriculture, male (% of male employment) (modeled ILO estimate)",Employment in industry (% of total employment) (modeled ILO estimate),"Employment in industry, female (% of female employment) (modeled ILO estimate)","Employment in industry, male (% of male employment) (modeled ILO estimate)",Employment in services (% of total employment) (modeled ILO estimate),"Employment in services, female (% of female employment) (modeled ILO estimate)","Employment in services, male (% of male employment) (modeled ILO estimate)",Export value index (2000 = 100),Export volume index (2000 = 100),"Fertility rate, total (births per woman)",Fixed broadband Internet subscribers (per 100 people),GDP growth (annual %),GDP per capita (constant 2005 US$),"GDP per capita, PPP (constant 2011 international $)",Individuals using the Internet (% of population),"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","Labor force, total","Life expectancy at birth, female (years)","Life expectancy at birth, male (years)",Mobile cellular subscriptions (per 100 people),"Own-account workers, female (% of female employment) (modeled ILO estimate)","Own-account workers, male (% of male employment) (modeled ILO estimate)","Own-account workers, total (% of male employment) (modeled ILO estimate)",Population ages 0-14 (% of total),"Population ages 0-14, total",Population ages 15-64 (% of total),"Population ages 15-64, total",Population ages 65 and above (% of total),"Population ages 65 and above, total",Population density (people per sq. km of land area),Population growth (annual %),"Population, total",Private credit bureau coverage (% of adults),Public credit registry coverage (% of adults),Rural population,Rural population (% of total population),"Self-employed, female (% of female employment) (modeled ILO estimate)","Self-employed, male (% of male employment) (modeled ILO estimate)","Self-employed, total (% of total employment) (modeled ILO estimate)",Tax payments (number),Telephone lines (per 100 people),Time required to enforce a contract (days),Time required to start a business (days),Time to prepare and pay taxes (hours),"Unemployment, female (% of female labor force) (modeled ILO estimate)","Unemployment, male (% of male labor force) (modeled ILO estimate)","Unemployment, total (% of total labor force) (modeled ILO estimate)","Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)","Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",Urban population,Urban population (% of total),"Vulnerable employment, female (% of female employment) (modeled ILO estimate)","Vulnerable employment, male (% of male employment) (modeled ILO estimate)","Vulnerable employment, total (% of total employment) (modeled ILO estimate)","Wage and salaried workers, female (% of female employment) (modeled ILO estimate)","Wage and salaried workers, male (% of male employment) (modeled ILO estimate)","Wage and salaried workers, total (% of total employment) (modeled ILO estimate)","Net trade in goods and services (BoP, current US$)"
Dominican Republic,100.0,96.1016,57.3458489447248,1.76699995994568,0.773000001907349,1.17200005054474,8.0,2.13599991798401,4.03299999237061,3.2720000743866,12.6569995880127,2.02999997138977,19.7789993286133,17.6380004882813,9.49100017547607,23.0990009307861,69.7050018310547,88.4739990234375,57.1259994506836,171.8720586,142.8443643,2.422,7.2060105226969,6.61220822292972,6917.60494356192,14120.2116371665,63.87,54.3390007019043,79.5599975585938,66.7839965820313,5004117.0,77.117,70.815,81.7757715406378,26.3759994506836,49.0620002746582,39.9589996337891,29.6353172862534,3155803.0,63.5542663951241,6767761.0,6.81041631862246,725227.0,220.42622645415,1.13705666898043,10648791.0,74.9,25.2,2189817.0,20.564,30.2779998779297,53.8680000305176,44.4020004272461,7.0,12.6313963716632,590.0,18.5,317.0,7.98699998855591,3.73900008201599,5.48999977111816,18.5319995880127,8.18299961090088,12.4010000228882,8458974.0,79.436,28.1429994106293,49.8350002765656,41.1309996843338,69.7220001220703,46.1319999694824,55.5979995727539,-2619400000.0
Jamaica,98.2042694091797,54.3564,48.0806618970799,1.57799994945526,0.690999984741211,1.05599999427795,7.0,2.22000002861023,3.80299997329712,3.15100002288818,18.4169998168945,8.21700000762939,25.5599994659424,15.3559999465942,5.7480001449585,22.0839996337891,66.2269973754883,86.0370025634766,52.3540000915527,92.81132469,65.36377783,2.009,9.92824556502062,1.3735273605527,4790.03910652627,8179.62033999721,44.3668563671334,57.0200004577637,77.286003112793,67.0210037231445,1487494.0,78.389,73.611,113.39609315756,28.826000213623,42.3689994812012,36.7910003662109,22.9721780204105,661910.0,67.5307624364231,1945801.0,9.49705954316632,273644.0,266.053093259464,0.327499919454895,2881355.0,23.3,0.0,1293786.0,44.902,32.6240005493164,46.8639984130859,40.9980010986328,11.0,10.7662193655416,550.0,10.0,268.0,17.0240001678467,10.2869997024536,13.1899995803833,38.7270011901855,27.6539993286133,31.3619995117188,1587569.0,55.098,30.4040001630783,43.0599994659424,37.8470003604888,67.3759994506836,53.1360015869141,59.0019989013672,-1837864661.5875
Zimbabwe,38.1451377868652,105.8182,79.1953035239659,9.98299980163574,6.44099998474121,8.17000007629395,5.0,0.483999997377396,0.833000004291534,0.662999987602234,67.4300003051758,71.7710037231445,63.117000579834,7.38199996948242,2.26600003242493,12.4650001525879,25.1879997253418,25.9629993438721,24.4179992675781,147.1310649,71.52177037,3.76,1.05779672307036,0.615713754356918,917.563719684227,1879.6281185511,23.11998904,78.2089996337891,88.9189987182617,83.3109970092773,7887416.0,62.898,59.274,79.7438843785669,66.2109985351563,48.326000213623,57.0550003051758,41.3794130434971,6682925.0,55.8050339676597,9012715.0,2.81555298884322,454722.0,41.7483830942226,2.3360695495183,16150362.0,31.4,0.0,10934441.0,67.704,76.677001953125,55.5999984741211,65.8870010375977,51.0,1.89296066552564,410.0,91.0,242.0,5.73400020599365,4.38100004196167,5.0460000038147,9.51000022888184,7.03399991989136,8.1850004196167,5215921.0,32.296,76.193998336792,54.7670001983642,65.2250003814698,23.3229999542236,44.4000015258789,34.1129989624023,-2129620999.58694
Estonia,100.0,13.3262,54.6705379655697,0.0710000023245811,0.146999999880791,0.109999999403954,7.0,2.23000001907349,5.47100019454956,3.88800001144409,3.89400005340576,1.99800002574921,5.70699977874756,29.7229995727539,17.2730007171631,41.6230010986328,66.3830032348633,80.7289962768555,52.6699981689453,343.9054194,288.590604,1.58,30.0802625944613,2.06326278488234,18094.587299874,28109.81704489,87.2373320920335,56.4729995727539,70.5670013427734,62.9469985961914,694110.0,82.5,73.2,144.609895142033,4.35099983215332,6.59600019454956,5.49900007247925,16.1956871236977,213101.0,64.653523736668,850705.0,19.1507891396344,251984.0,31.0401037980656,0.0291122255540077,1315790.0,35.1,0.0,413645.0,31.437,6.65199995040894,12.21399974823,9.49600028991699,8.0,28.2366001697599,455.0,3.5,56.0,6.06500005722046,7.41400003433228,6.76000022888184,10.5550003051758,15.7370004653931,13.4079999923706,902145.0,68.563,4.4219998344779,6.74300019443035,5.6090000718832,93.3479995727539,87.786003112793,90.5039978027344,791515521.748717
Uzbekistan,100.0,16.7226,47.7291260520074,8.01000022888184,4.01000022888184,5.67899990081787,7.0,1.50499999523163,3.53699994087219,2.68899989128113,21.9500007629395,26.2329998016357,18.8819999694824,37.4879989624023,23.742000579834,47.3300018310547,40.5620002746582,50.0219993591309,33.7900009155273,354.9875754,165.3906974,2.455,8.7333542257645,7.80000000151786,1961.48217469837,6038.92829875491,46.7912869407806,53.7519989013672,77.6849975585938,65.5289993286133,15030626.0,74.096,68.572,73.9833391606362,16.3680000305176,21.8250007629395,19.5480003356934,27.9784028865263,8910534.0,67.6914579053287,21558308.0,4.33013920814506,1379058.0,74.8657733897508,1.73884926199094,31847900.0,27.8,0.0,15716939.0,49.35,25.882999420166,29.3719997406006,27.9160003662109,58.0,10.8530010768983,225.0,5.5,202.0,7.38299989700317,7.60699987411499,7.51399993896484,15.8819999694824,14.3870000839233,14.9540004730225,16130961.0,50.65,24.3780002593994,25.8350009918213,25.2270002365113,74.1169967651367,70.6279983520508,72.0839996337891,-3931093288.86307
Russian Federation,100.0,22.5264,45.1011915239913,0.409999996423721,0.41499999165535,0.412000000476837,7.0,0.850000023841858,1.71200001239777,1.29100000858307,6.71799993515015,5.02600002288818,8.32600021362305,26.9449996948242,16.1049995422363,37.2529983520508,66.3369979858398,78.8690032958984,54.4199981689453,268.1833329,170.0043244,1.75,19.1176988179024,-0.224910984282204,11279.6253410461,24416.6238784138,73.091434617897,56.9090003967285,72.1330032348633,63.8300018310547,76202012.0,76.93,66.51,159.154604996302,5.12799978256226,6.44199991226196,5.80200004577637,17.2919704177376,24959644.0,68.9174213370207,99477057.0,13.7906082452417,19905694.0,8.8137962870805,0.17024454590112,144342396.0,77.2,0.0,37292301.0,25.836,6.38800001144409,8.56799983978271,7.50500011444092,7.0,22.4198410618039,337.0,10.1,168.0,5.31400012969971,5.7480001449585,5.53700017929077,17.4209995269775,16.011999130249,16.6159992218018,107050095.0,74.164,5.53799977898598,6.85699990391731,6.21400004625321,93.6119995117188,91.431999206543,92.495002746582,66256050000.0
Singapore,100.0,3.7242,37.9844314563033,0.505999982357025,0.28999999165535,0.386999994516373,7.0,3.59100008010864,7.56199979782104,5.77699995040894,0.118000000715256,0.0540000014007092,0.170000001788139,16.2940006256104,11.6940002441406,20.0470008850098,83.5879974365234,88.2519989013672,79.7829971313477,245.3354039,270.397893,1.2,25.9868687254945,2.39702145797342,53353.839463373,82621.5031826688,84.45,60.6290016174316,77.0019989013672,68.6650009155273,3263575.0,85.1,80.6,150.480528523572,5.17399978637695,10.1420001983643,7.90999984741211,15.2371339566079,854389.0,72.4719361915747,4063707.0,12.2909298518174,689187.0,7908.72073342736,1.29743609938602,5607283.0,65.7,0.0,0.0,0.0,9.27099990844727,17.9930000305176,14.0740003585815,5.0,35.5431924310644,164.0,2.5,66.5,1.85599994659424,1.75399994850159,1.79999995231628,5.2039999961853,3.02500009536743,4.0770001411438,5607283.0,100.0,5.67999976873397,10.4320001900197,8.29699984192848,90.7289962768555,82.0070037841797,85.9260025024414,83944486448.3213
Madagascar,22.9,111.6784,79.1194345609394,61.8699989318848,25.4020004272461,43.1879997253418,0.0,2.04999995231628,5.91800022125244,4.03200006484985,74.3470001220703,71.9580001831055,76.6230010986328,9.13399982452393,9.60799980163574,8.68299961090088,16.5189990997314,18.4349994659424,14.6949996948242,262.1624583,206.8320568,4.184,0.105987049133764,4.17999023566718,416.002717256506,1396.6696154848,4.713662899498,83.4100036621094,89.3320007324219,86.3399963378906,12618366.0,67.506,64.371,32.1285288495462,28.0219993591309,55.7299995422363,42.2169990539551,41.2934179853254,10279811.0,55.8286711015595,13898297.0,2.87791091311508,716443.0,42.7888466827088,2.6888707116748,24894551.0,0.0,3.0,15968361.0,64.144,91.943000793457,87.0490036010742,89.4359970092773,23.0,0.596857521149909,871.0,11.0,183.0,1.87600004673004,1.72000002861023,1.7960000038147,3.07299995422363,2.97099995613098,3.02099990844727,8926190.0,35.856,89.8919982910157,81.1319999694824,85.4049987792969,8.05700016021729,12.951000213623,10.5640001296997,-175422309.680643
Nigeria,59.3,109.274,88.0919379476831,9.87199974060059,8.33199977874756,9.03600025177002,6.0,0.768999993801117,1.58700001239777,1.21300005912781,36.298999786377,26.0879993438721,44.8959999084473,11.83899974823,12.2790002822876,11.4689998626709,51.8619995117188,61.6349983215332,43.6339988708496,156.3766389,87.49496577,5.526,0.0580306515997343,-1.61686894991816,2455.91855879469,5434.73479515868,25.67,50.326000213623,59.9179992675781,55.1510009765625,57352456.0,54.222,52.66,82.9842823503503,77.1230010986328,66.2990036010742,71.2460021972656,44.0873771248764,81997954.0,53.1654897552358,98882303.0,2.74713311988775,5109383.0,204.211425497107,2.61903352559025,185989640.0,7.7,0.1,95444304.0,51.317,87.7639999389648,76.2170028686523,81.495002746582,59.0,0.0830761326276023,509.8,24.9,429.4,6.32100009918213,7.67399978637695,7.05999994277954,14.8940000534058,11.6269998550415,13.0640001296997,90545336.0,48.683,86.9950008392334,74.6310033798218,80.2820024490356,12.2360000610352,23.7830009460449,18.5049991607666,-8550719263.65173
"Egypt, Arab Rep.",100.0,50.9624,62.7638651414155,23.507999420166,4.38600015640259,8.14799976348877,8.0,2.25399994850159,12.6140003204346,10.576000213623,25.5739994049072,38.4370002746582,22.4230003356934,25.5030002593994,6.125,30.2490005493164,48.923999786377,55.439998626709,47.3279991149902,482.7151838,216.4486733,3.265,4.67052524216527,4.34664345555436,2725.67573301412,10324.1011436186,41.2480670885772,22.0429992675781,73.5690002441406,47.8470001220703,30468857.0,73.763,69.301,102.19750129067,8.38700008392334,12.9720001220703,12.0699996948242,33.4510996133388,32008916.0,61.4386982719513,58789880.0,5.11020211470989,4889885.0,96.1260545481943,2.01678945593273,95688681.0,21.6,7.1,54798994.0,57.268,34.148998260498,29.9710006713867,30.7929992675781,29.0,6.39391194032657,1010.0,14.5,392.0,25.0709991455078,8.62899971008301,12.4099998474121,43.3580017089844,30.6149997711182,34.6160011291504,40889687.0,42.732,31.8949995040893,17.3580002784729,20.217999458313,65.8509979248047,70.0289993286133,69.2070007324219,-34677100000.0
Austria,100.0,7.208,49.5298368459148,1.65199995040894,1.39800000190735,1.51699995994568,7.0,2.5460000038147,6.34299993515015,4.55999994277954,4.34800004959106,3.92899990081787,4.71999979019165,25.5629997253418,11.9840002059937,37.5880012512207,70.088996887207,84.0879974365234,57.6920013427734,225.3503917,149.8618785,1.49,28.9630431661026,1.45091543821485,48077.8783610298,44464.3502683082,84.3233312921004,54.9469985961914,66.2220001220703,60.4280014038086,4535197.0,83.4,78.5,163.794485784601,5.87200021743774,7.38299989700317,6.6729998588562,14.0962544551354,1231543.0,66.8762899389668,5842759.0,19.0274556058978,1662366.0,105.869490929801,1.08139629872802,8736668.0,53.6,2.3,3677700.0,42.095,10.0699996948242,15.1239995956421,12.75,12.0,40.9451779741297,397.0,21.0,131.0,5.53599977493286,6.42600011825562,6.01000022888184,10.2220001220703,12.1260004043579,11.2449998855591,5058968.0,57.905,7.52400016784668,8.78099989891052,8.18999981880188,89.9300003051758,84.8759994506836,87.25,14270103560.1123
Uruguay,100.0,55.3776,55.7091445054299,1.35300004482269,0.448000013828278,0.851000010967255,8.0,2.65400004386902,5.34100008010864,4.14300012588501,8.22399997711182,3.92600011825562,11.6780004501343,20.0540008544922,9.24100017547607,28.7430000305176,71.7229995727539,86.8330001831055,59.5789985656738,306.0377827,228.9422014,1.995,26.7645294462321,1.68979816237868,14042.6389948363,20093.6322583515,66.4,55.9280014038086,74.3040008544922,64.6630020141602,1754212.0,80.882,73.854,148.569311435578,20.5279998779297,24.8939990997314,22.94700050354,21.2297539551325,731154.0,64.2223039100397,2211820.0,14.5479421348279,501032.0,19.6777853959547,0.362269174964804,3444006.0,100.0,100.0,167241.0,4.85599999999999,24.5340003967285,30.6830005645752,27.9419994354248,20.0,32.3334512193068,725.0,6.5,271.0,9.44699954986572,6.50500011444092,7.84000015258789,28.576000213623,20.3759994506836,23.8729991912842,3276765.0,95.144,21.8809999227524,25.3419991135597,23.7980005145073,75.4660034179688,69.3170013427734,72.0579986572266,3064989235.45963
Tonga,97.02,15.05,72.8025035892307,19.4549999237061,16.943000793457,17.9060001373291,3.0,0.787999987602234,1.21300005912781,1.04999995231628,29.9820003509521,3.65400004386902,46.4799995422363,31.1660003662109,57.4959983825684,14.6660003662109,38.8520011901855,38.9119987487793,38.8139991760254,250.8108601,142.7059466,3.636,2.80054517279364,3.37947374984412,3792.29014891156,5327.26719960567,39.95,45.1459999084473,74.1829986572266,59.4550018310547,40582.0,76.088,70.021,74.6812046078303,39.5830001831055,34.3240013122559,36.3400001525879,36.2819962285992,38866.0,57.8695319355501,61991.0,5.84847183585071,6265.0,148.780555555556,0.710119806735524,107122.0,17.3,0.0,82246.0,76.778,59.8250007629395,52.4799995422363,55.2960014343262,30.0,10.2686656335767,350.0,16.0,200.0,1.55599999427795,0.809000015258789,1.09700000286102,4.0770001411438,1.80099999904633,2.55699992179871,24876.0,23.222,59.0380001068116,51.2670021057129,54.246000289917,40.1749992370605,47.5200004577637,44.7039985656738,-163189975.201124
Mauritania,41.6521072387695,80.5032,76.1267189789361,9.62199974060059,4.62099981307983,6.13700008392334,3.0,1.49800002574921,3.79999995231628,3.10199999809265,76.1429977416992,84.3850021362305,72.4789962768555,7.23799991607666,3.60999989509583,8.85099983215332,16.6180000305176,12.0059995651245,18.6700000762939,394.5517256,178.7699502,4.674,0.247406544218136,1.99999906234294,1296.00740028339,3572.28039224539,18.0,30.9589996337891,67.7969970703125,49.4109992980957,1272883.0,64.745,61.737,84.0306178676769,42.9850006103516,37.0670013427734,38.8600006103516,40.1045752424194,1724905.0,56.7773024897827,2442002.0,3.118122267798,134111.0,4.17290967303774,2.7980601250792,4301018.0,0.0,6.6,2066123.0,48.038,54.1049995422363,45.4879989624023,48.0999984741211,45.0,1.23670721675659,370.0,8.0,300.0,12.6149997711182,8.58199977874756,9.8430004119873,22.4990005493164,15.4849996566772,17.8409996032715,2234895.0,51.962,52.6070003509522,41.6880011558532,44.9970006942749,45.8950004577637,54.5120010375977,51.9000015258789,-834838283.113469
Burundi,7.58847713470459,27.4016,90.1197882258195,11.5229997634888,3.36899995803833,7.65700006484985,0.0,0.512000024318695,1.29299998283386,0.882000029087067,91.3669967651367,96.3970031738281,85.7870025634766,2.40799999237061,0.748000025749207,4.25,6.22499990463257,2.85500001907349,9.96300029754639,218.5510842,98.23888469,5.697,0.0374853301231828,-0.570434450658766,218.28352838019,721.176561528182,5.17362677652886,80.125,77.4150009155273,78.8109970092773,4572248.0,59.492,55.517,50.9098863116022,85.0989990234375,84.2320022583008,84.6880035400391,44.8739024851206,4722582.0,52.5984175204438,5535519.0,2.52767999443564,266016.0,409.817640186916,3.1353331460468,10524117.0,0.0,4.0,9220389.0,87.612,97.1350021362305,88.8929977416992,93.2269973754883,25.0,0.185668783423826,832.0,4.0,232.0,1.13399994373322,2.09400010108948,1.59099996089935,1.88399994373322,4.3289999961853,2.95799994468689,1303728.0,12.388,96.6219987869263,87.6010022163391,92.345003604889,2.86500000953674,11.1070003509521,6.77299976348877,-546564205.042517
Malaysia,100.0,13.361,44.2955285376256,7.67500019073486,2.34699988365173,4.3600001335144,8.0,1.4539999961853,4.67999982833862,3.46099996566772,11.3669996261597,6.80700016021729,14.1350002288818,27.4869995117188,19.9769992828369,32.0460014343262,61.1459999084473,73.2160034179688,53.8190002441406,192.8294374,167.1296066,2.037,8.71766087856694,4.21985131964395,11031.8215581749,25668.884358229,78.7883099275229,50.5960006713867,77.1380004882813,64.322998046875,15121369.0,77.7,73.161,139.367783612959,17.4099998474121,18.0610008239746,17.8150005340576,24.6214889314597,7678769.0,69.3022167862427,21613466.0,6.0762942822976,1895030.0,94.9239537361132,1.49932335842914,31187265.0,76.4,62.4,7846716.0,25.16,26.5389995574951,25.0879993438721,25.6359996795654,9.0,15.510176990512,425.0,18.5,164.0,3.95900011062622,3.12199997901917,3.44000005722046,11.7110004425049,10.0799999237061,10.7250003814697,23340549.0,74.84,25.085000038147,20.4080007076263,22.175000667572,73.4609985351563,74.9120025634766,74.3639984130859,19990335308.9183
Finland,100.0,6.8998,59.1234993772953,0.479000002145767,0.587999999523163,0.535000026226044,6.0,2.01999998092651,5.95499992370605,4.05900001525879,3.86500000953674,2.08899998664856,5.51599979400635,22.1560001373291,8.80900001525879,34.568000793457,73.9789962768555,89.1019973754883,59.9160003662109,124.8689787,93.43339587,1.65,31.1095572484905,2.13538181526189,45983.3133332131,39659.1660392991,87.7036499599455,54.9539985656738,62.1510009765625,58.4720001220703,2687198.0,84.7,79.0,133.852867785109,6.90899991989136,11.8520002365112,9.4709997177124,16.3703868996782,899602.0,62.8442675916187,3453483.0,20.785345508703,1142218.0,18.0831978676495,0.287421401687637,5495303.0,20.7,0.0,809183.0,14.725,9.40799999237061,18.3950004577637,14.0649995803833,8.0,8.30981339353663,485.0,14.0,93.0,8.58100032806396,9.04100036621094,8.81999969482422,18.4839992523193,21.5550003051758,20.0100002288818,4686120.0,85.275,7.38799992203713,12.4400002360344,10.0059997439384,90.5920028686523,81.6050033569336,85.9349975585938,-2501201519.53423
El Salvador,98.618896484375,70.2702,55.9675760052606,8.88300037384033,5.82200002670288,7.10500001907349,7.0,2.91799998283386,4.86700010299683,4.05000019073486,18.6790008544922,4.02600002288818,29.2590007781982,21.0990009307861,17.05299949646,24.0200004577637,60.2220001220703,78.9199981689453,46.7210006713867,181.4134648,255.4658242,2.079,6.23048574862697,2.58057736631731,3402.60086125708,7164.14349682179,28.997073045597,46.6689987182617,78.4440002441406,61.1069984436035,2799818.0,77.907,68.801,151.894109781327,35.806999206543,23.8540000915527,28.8640003204346,27.7852047733534,1762894.0,64.1158903416099,4067975.0,8.09890488503673,513853.0,306.212451737452,0.509497673280554,6344722.0,18.4,28.7,1871630.0,29.499,47.6069984436035,34.5429992675781,40.0200004577637,41.0,14.7110779636996,786.0,16.5,248.0,3.84899997711182,4.82800006866455,4.42000007629395,9.94099998474121,9.42800045013428,9.60700035095215,4473092.0,70.501,44.6899995803833,29.6760001182556,35.9690003395081,52.3930015563965,65.4570007324219,59.9799995422363,-3846089576.40031
Netherlands,100.0,4.084,53.7508882493604,0.717999994754791,0.231000006198883,0.453999996185303,6.0,2.26900005340576,5.55100011825562,4.04699993133545,2.26200008392334,1.38399994373322,3.00500011444092,16.4829998016357,6.17799997329712,25.1989994049072,81.2539978027344,92.4390029907227,71.7949981689453,244.8592346,171.1419753,1.66,42.2844555324468,2.20994151591842,52267.7317557741,47269.6329521216,90.4109589041096,58.0200004577637,69.5429992675781,63.7140007019043,9050417.0,83.2,79.9,122.974004743535,10.2770004272461,14.121000289917,12.3599996566772,16.5913536735908,2825560.0,65.040274133722,11076563.0,18.3683721926871,3128191.0,505.500563965568,0.532178879608489,17030314.0,75.7,0.0,1594889.0,9.36499999999999,13.2629995346069,19.9039993286133,16.8610000610352,9.0,39.8767787521641,514.0,3.5,119.0,6.51800012588501,5.57600021362305,6.01000022888184,10.2620000839233,11.3990001678467,10.835000038147,15435425.0,90.635,10.9950004220009,14.3520002961159,12.8139996528625,86.7369995117188,80.0960006713867,83.1389999389648,86409292405.6203
Germany,100.0,6.8406,52.3439752792884,0.563000023365021,0.241999998688698,0.391000002622604,8.0,2.43499994277954,6.18900012969971,4.43900012969971,1.30799996852875,0.89300000667572,1.6710000038147,27.3819999694824,13.8079996109009,39.2319984436035,71.3099975585938,85.2990036010742,59.0970001220703,243.0484804,155.9943583,1.5,39.0650407536271,1.94362542781317,45923.0075696152,44431.8228379944,89.6471005903368,54.9599990844727,66.2740020751953,60.4930000305176,43294640.0,83.1,78.3,126.314367711806,4.67899990081787,6.43300008773804,5.61600017547607,13.0894633869742,10778999.0,65.640928159976,54054431.0,21.2696084530498,17515239.0,236.023700200631,0.807218538573871,82348669.0,100.0,1.9,18755733.0,22.776,7.67700004577637,12.8640003204346,10.4460000991821,9.0,55.3014483168534,499.0,10.5,218.0,3.74000000953674,4.44999980926514,4.11999988555908,6.09499979019165,7.84600019454956,7.03200006484985,63592936.0,77.224,5.24199992418289,6.67500008642674,6.00700017809867,92.322998046875,87.1360015869141,89.5540008544922,257052182218.316
Romania,100.0,33.7208,48.6544403675359,13.3050003051758,4.83699989318848,8.53299999237061,7.0,0.657999992370605,1.33800005912781,1.04100000858307,23.1030006408691,22.6380004882813,23.4629993438721,29.8810005187988,21.0450000762939,36.7239990234375,47.015998840332,56.3170013427734,39.8129997253418,610.1365533,362.2739018,1.58,22.4996527722126,4.8207744653503,10162.1073425047,21670.7047886072,59.5039512852713,44.476001739502,63.4609985351563,53.576000213623,8939351.0,78.7,71.5,115.78472999633,11.0600004196167,21.6709995269775,17.0400009155273,15.3127378421862,3016966.0,67.2701039832829,13253779.0,17.4171581745309,3431586.0,85.6325278164117,-0.572649651464877,19702332.0,51.1,16.8,9082775.0,46.1,25.0219993591309,27.8460006713867,26.613000869751,14.0,20.7805781783806,512.0,12.0,161.0,4.9850001335144,6.59700012207031,5.90000009536743,21.757999420166,19.7649993896484,20.5209999084473,10619557.0,53.9,24.3650007247925,26.507999420166,25.5730009078979,74.9779968261719,72.1539993286133,73.3870010375977,-1946138881.78602
Switzerland,100.0,3.0918,49.3821398765529,2.46700000762939,1.58399999141693,1.99500000476837,6.0,3.46300005912781,8.22000026702881,6.00600004196167,3.36199998855591,2.85700011253357,3.80299997329712,20.5879993438721,9.88599967956543,29.9069995880127,76.0490036010742,87.2570037841797,66.2910003662109,376.2743363,186.9790157,1.54,44.9136184782698,1.37588449583828,76682.6448002236,57421.5485009872,89.1346877351392,62.8860015869141,74.427001953125,68.5650024414063,4889961.0,85.1,80.8,133.806822611367,7.09700012207031,7.06899976730347,7.08199977874756,14.826549598839,1241477.0,66.9424032334258,5605314.0,18.2310471677352,1526547.0,211.8974086446,1.09203117387253,8373338.0,25.8,0.0,2198922.0,26.261,13.0270004272461,16.8719997406006,15.0830001831055,19.0,45.8628148291681,510.0,10.0,63.0,5.01100015640259,4.84100008010864,4.92000007629395,8.39500045776367,8.7519998550415,8.57600021362305,6174416.0,73.739,9.5640001296997,8.6529997587204,9.07699978351593,86.9729995727539,83.1279983520508,84.9169998168945,62479254234.7253
Portugal,100.0,9.9086,53.8024711586442,0.658999979496002,0.619000017642975,0.638000011444092,7.0,3.06200003623962,6.40100002288818,4.77500009536743,6.91300010681152,4.78599977493286,8.93200016021729,24.5,15.1450004577637,33.3800010681152,68.5869979858398,80.0690002441406,57.6879997253418,229.0856066,157.4307305,1.31,32.5464558260724,1.619414632551,22444.0710843784,27124.155038865,70.423567088723,53.5750007629395,64.2180023193359,58.5470008850098,5207267.0,84.2,78.2,111.574442466934,9.69699954986572,14.918999671936,12.375,13.8617403036187,1431287.0,65.0184585311446,6713450.0,21.1198011652367,2180715.0,112.717122427815,-0.315459016997883,10325452.0,7.8,100.0,3708283.0,35.914,13.4180002212524,21.9379997253418,17.7880001068115,8.0,46.1612917626135,547.0,5.0,243.0,11.1719999313354,10.9720001220703,11.0699996948242,28.7399997711182,27.3169994354248,27.992000579834,6617169.0,64.086,10.3559995293617,15.537999689579,13.0130000114441,86.5820007324219,78.0619964599609,82.2119979858398,3623606723.20494
West Bank and Gaza,100.0,57.156,74.9449017071054,23.2119998931885,6.02199983596802,8.74400043487549,8.0,1.37699997425079,3.58800005912781,3.23799991607666,8.31799983978271,12.5869998931885,7.25,29.1979999542236,11.8739995956421,33.5320014953613,62.484001159668,75.5370025634766,59.2190017700195,199.0937813,132.9262109,4.008,6.69003831377637,4.70843525605618,2655.53946474033,4738.01542623788,61.17838482746,19.2490005493164,71.3870010375977,45.564998626709,1247906.0,75.442,71.603,77.5082164316108,17.613000869751,33.523998260498,31.0049991607666,39.828668223153,1812828.0,57.1608562831567,2601714.0,3.01047549369039,137024.0,756.074086378738,2.88469293512819,4551566.0,0.0,17.2,1109308.0,24.372,42.2019996643066,43.1349983215332,42.9869995117188,28.0,9.01746193931791,540.0,43.5,162.0,44.6769981384277,22.1840000152588,26.8899993896484,67.1039962768555,36.1419982910156,41.5719985961914,3442258.0,75.628,40.8250007629395,39.545998096466,39.7489995956421,57.7980003356934,56.8650016784668,57.0130004882813,-5664562237.11023
